zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
2055916602,324,slow,fast,fast,fast,"The property is in a desirable location with multiple amenities and a price reduction, indicating a strong motivation to sell quickly. This likely contributed to a fast sale.","The property features desirable attributes like a bright, spacious layout, updated amenities, and a prime location near transportation and services, which typically attract buyers quickly.","The property features desirable attributes like a bright, spacious layout, updated kitchen, and proximity to amenities. The price reduction and owner anxious to sell suggest a quick sale."
32329351,107,moderate,moderate,fast,fast,"The property has appealing features like updated kitchen and bathroom, but its age and location in a competitive market suggest it sold in a moderate timeframe.","The property features desirable updates and a convenient location, which are appealing to buyers. The presence of a garage and spacious living areas likely contributed to a quick sale.","The property features desirable attributes like updated kitchen and bathroom, hardwood floors, and a garage, which are appealing to buyers. Its location near amenities also suggests a quick sale."
338823551,92,moderate,moderate,moderate,fast,"The property is a luxury condo with a tenant in place, which typically leads to a moderate selling time due to the need for potential buyers to consider investment aspects and lease terms.","The property features high-end finishes and amenities, which typically attract buyers, but the presence of a tenant may slow down the sale process, leading to a moderate selling time.","The property features high-end finishes and amenities, including luxury brands like Bosch and Italian marble, which are attractive to buyers. Its location in Brooklyn also suggests a quick sale."
30700576,111,moderate,fast,fast,fast,"The property is in a sought-after neighborhood with desirable features and amenities, suggesting high demand. The description indicates urgency with 'Won't Last!', implying a quick sale.","The property is described as a 'Rare-Find' in a sought-after neighborhood with convenient access to public transport and amenities, indicating high demand. The phrase 'Won't Last!' suggests urgency, contributing to a fast sale.","The property is located in a sought-after neighborhood with appealing features like stainless steel appliances and granite countertops, suggesting high demand and likely a quick sale."
29839357,90,moderate,moderate,fast,fast,"The property has a well-designed layout and desirable features, but its age and location in New York may lead to a moderate selling time, likely between 54 to 272 days.","The property features modern amenities like stainless steel appliances and quartz countertops, appealing to buyers. Its location near transport and schools enhances desirability, likely leading to a quick sale.","The property features modern amenities like stainless steel appliances and quartz countertops, appealing to buyers. Its location near transport and schools enhances desirability, likely leading to a quick sale."
21304516,39,moderate,moderate,fast,moderate,"The property is located in a desirable area with appealing features, which likely contributed to a moderate selling time of 4 to 153 days, reflecting a balanced demand.","The property is located in a desirable area with luxurious features and a serene atmosphere, which are appealing to buyers. The description emphasizes community and convenience, likely attracting quick interest.","The property features a desirable location, luxurious amenities, and a serene atmosphere, which typically attract buyers. However, the age of the condo and market conditions suggest a moderate selling time."
20102680,12,moderate,moderate,moderate,moderate,"The property is located in a desirable area with appealing features, which likely contributed to a moderate selling time of 2 to 128 days, reflecting a balanced market demand.","The property has appealing features like views, modern upgrades, and a spacious layout, but lacks fast-selling keywords. This suggests a moderate selling time of 2 to 128 days.","The property features numerous appealing upgrades and a desirable location, but lacks specific fast-selling keywords. This suggests a moderate selling timeframe of 2 to 128 days."
352543809,4,fast,fast,fast,fast,"The property is part of a development with significant incentives, including 5 years of free common charges and taxes, which likely attracted buyers quickly, resulting in a fast sale.","The property offers significant incentives like 5 years of free common charges and taxes, along with a prime location and extensive amenities, which typically attract buyers quickly.","The property offers significant incentives like 5 years of free common charges and taxes, along with luxury features and a prime location, making it highly attractive to buyers."
32346770,141,moderate,fast,moderate,fast,"The property is a new construction with appealing features and a desirable location near Great Kills Marina, likely attracting buyers quickly, resulting in a fast sale.","The property features quality construction and desirable amenities, but lacks fast-selling keywords. Its moderate attributes suggest it sold in a reasonable timeframe.","The property features desirable amenities like a large eat-in kitchen, ensuite bathroom, and water views, which are appealing to buyers. Its new construction status also suggests a quicker sale."
20107919,13,moderate,moderate,moderate,moderate,"The property has appealing features and is located in a desirable neighborhood, which likely contributed to a moderate selling time of 2 to 128 days.","The property has appealing features and amenities, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe due to its size and location.","The property has appealing features like a remodeled kitchen and spacious layout, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe due to its family-friendly location."
31549860,203,moderate,fast,fast,fast,"The property is located in a desirable area near Central Park with updated amenities, which typically attracts buyers quickly. The combination of features suggests a fast sale.","The property is a well-located condo with updated amenities and low common charges, appealing to buyers. Its proximity to Central Park and public transport enhances its desirability, likely leading to a quick sale.","The property is located in a desirable area near Central Park, features modern updates, and has appealing amenities, which likely contributed to a quick sale."
302795547,86,moderate,moderate,fast,fast,"The property is part of a limited collection in a desirable location, which typically attracts buyers. However, the high price range and luxury features suggest a moderate selling time.","The property features desirable attributes like a private elevator, spacious rooftop terrace, and luxury amenities, which are appealing in the Los Angeles market, suggesting a quick sale.","The property features desirable attributes like a private elevator, spacious rooftop terrace, and luxury amenities, which are appealing to buyers, indicating a likely quick sale."
54540949,75,moderate,moderate,fast,fast,"The property has appealing features such as a great location, low taxes, and rental potential, which likely contributed to a moderate selling time of 20 to 152 days.","The property features desirable attributes like a spacious layout, updated bathrooms, and a great location near public transport and highways, which typically attract buyers quickly.","The property features desirable attributes like a spacious layout, updated bathrooms, and a great location near amenities, which typically attract buyers quickly, leading to a fast sale."
20594325,33,moderate,moderate,moderate,fast,"The property has appealing features and potential rental income, which typically attract buyers. However, its age and size may have contributed to a moderate selling time.","The property features modern updates and multiple living spaces, appealing to buyers. However, its age and specific location may lead to a moderate selling time, likely between 2 to 128 days.","The property features modern updates, a desirable location in Los Angeles, and multiple income-generating units, which are attractive to buyers, leading to a quick sale."
19982730,41,moderate,moderate,moderate,moderate,"The property has a well-rounded description and appealing features, suggesting it likely sold in a moderate timeframe of 2 to 128 days, as it may attract interest but not instant offers.","The property has appealing features and a prime location, but lacks specific fast-selling keywords. Its detailed description suggests it may take some time to attract buyers.","The property features numerous appealing upgrades and a desirable location, which typically attract buyers. However, the age of the home and market conditions suggest a moderate selling time."
3942406,37,moderate,moderate,moderate,moderate,"The property is well-maintained and appealing to first-time buyers, but its age and the current market conditions suggest it sold in a moderate timeframe, likely between 21 to 174 days.","The description highlights the home's appeal to first-time buyers and its energy-efficient features, but lacks urgency or trendy updates that typically drive fast sales. Thus, it likely sold in a moderate timeframe.","The property has appealing features like energy efficiency and proximity to schools and parks, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe."
20744476,32,moderate,moderate,moderate,moderate,"The property likely sold in a moderate timeframe due to its unique features and location in a desirable neighborhood, which typically attracts buyers but may take longer than 2 days.","The property features a charming description with a focus on nature and potential uses, but lacks strong fast-selling keywords. This suggests a moderate selling time, likely between 2 to 128 days.","The property features a tranquil garden and character updates, appealing to buyers. However, the age and specific location may lead to a moderate selling time, likely 2 to 128 days."
3624629,27,moderate,moderate,slow,slow,"The property is a fixer-upper, which typically attracts buyers looking for renovation projects. This can lead to a moderate selling time as it may take longer to find the right buyer.","This property is described as a 'diamond in the rough' needing renovation, which typically attracts fewer buyers. The age and condition suggest a longer selling period, likely leading to a slow sale.","The property is described as a 'diamond in the rough' needing renovation, which typically attracts buyers looking for fixer-uppers, leading to a longer selling time."
3919855,40,moderate,moderate,fast,fast,"The property has a lot of appealing features such as size, location, and amenities, which likely contributed to a moderate selling time of 21 to 174 days.","This property features desirable attributes like a gourmet kitchen, multiple living spaces, and a prime location near parks and transit, which typically attract buyers quickly.","The property features desirable attributes like a gourmet kitchen, multiple living spaces, and is located in a walkable area near parks and schools, appealing to buyers and likely leading to a quick sale."
32327577,110,moderate,moderate,moderate,moderate,"The property is well-located with appealing features like a custom kitchen and outdoor space, but its age and lack of parking may have contributed to a moderate selling time.","The description highlights appealing features like an open concept and outdoor space, but lacks strong fast-selling keywords. The property may attract interest but not quickly.","The property features appealing aspects like an open concept and outdoor space, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 54 to 272 days."
20092832,39,moderate,moderate,moderate,moderate,"The property has appealing features and improvements, suggesting it attracted interest, but the age and size may have contributed to a moderate selling time.","The description highlights the home's potential and improvements, but lacks strong fast-selling keywords. The age and location suggest it may take some time to attract buyers.","The property has appealing features like great bones, character, and potential for upgrades, but lacks fast-selling keywords. It likely sold in a moderate timeframe."
20139971,47,moderate,moderate,slow,slow,"The property has appealing features like a swimming pool and modern kitchen, but also needs TLC and has a converted garage that may not be permitted, which could slow down the sale.","The property has several factors that may hinder a quick sale, such as needing TLC, a converted garage that may not be permitted, and its age. These aspects typically lead to a longer time on the market.","The property has several factors that may deter buyers, such as needing TLC, a converted garage that may not be permitted, and its age. These issues likely contributed to a longer time on the market."
32085743,159,moderate,moderate,moderate,fast,"The property features high-end renovations and a large lot in a prestigious neighborhood, which typically attracts buyers. However, the age of the home and market conditions may have contributed to a moderate selling time.","The property features high-end renovations and is located in a prestigious neighborhood, which typically attracts buyers. However, the age of the home and specific attributes may lead to a moderate selling time.","The property features high-end renovations, a large lot, and is located in a prestigious neighborhood, which are appealing factors that typically lead to a quick sale."
65565108,79,moderate,fast,fast,fast,"The property is a stunning penthouse in a desirable location with modern amenities, which likely attracted buyers quickly. Its unique features and urban appeal suggest a fast sale.","This penthouse condo features desirable attributes like a private roof deck, modern kitchen, and prime location near amenities, which typically attract buyers quickly, suggesting a fast sale.","The property features high-demand amenities like a private roof deck, luxury finishes, and is located in a desirable neighborhood near conveniences, suggesting a quick sale."
2069587777,10,moderate,moderate,fast,fast,"The property features modern updates and an ADU for income potential, appealing to families and investors. However, its age and location suggest a moderate selling time, likely taking 2 to 128 days.","The property features modern upgrades, a desirable ADU for income potential, and is located in a family-friendly neighborhood near shopping. These factors typically lead to a quick sale.","The property features modern upgrades, a guest house for income potential, and is located in a desirable neighborhood near amenities, which likely attracted buyers quickly."
89074287,71,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age and size may lead to a moderate selling time, likely between 55 to 280 days.","The property features high-end finishes and a prime location in Park Slope, which are attractive to buyers. The detailed description and modern amenities suggest a quick sale.","The property features high-end finishes and appliances, such as Miele and custom millwork, which are attractive to buyers. Its prime location in Park Slope also contributes to a quick sale."
32348508,79,moderate,moderate,fast,fast,"The property has appealing features like hardwood floors and a finished basement, but its age and location in a competitive market may lead to a moderate selling time.","The property features appealing characteristics like hardwood floors, a finished basement, and a convenient location near shopping and transportation, which are attractive to buyers.","The property features appealing attributes like hardwood floors, a finished basement, and a cozy atmosphere, which are attractive to buyers. Its location near shopping and transportation also enhances its desirability."
4112677,55,moderate,fast,fast,fast,"The property is in a highly sought-after location with appealing features and updates, suggesting strong demand. The urgency in the description indicates it likely sold within 21 days.","The property is in a highly sought-after location with modern updates and family-friendly features. The description emphasizes urgency and convenience, suggesting a quick sale.","The property is in a highly sought-after location with modern updates, appealing features, and proximity to schools and amenities, suggesting strong buyer interest and a quick sale."
2056699346,70,moderate,moderate,moderate,fast,"The property is located in a desirable area with ample features, but its age and size may lead to a moderate selling time, likely taking between 54 to 272 days to sell.","The property has appealing features like a finished basement and high ceilings, but lacks fast-selling keywords. Its age and location suggest a moderate selling time.","The property features desirable attributes like a finished basement, high ceilings, and is located in a sought-after neighborhood, which typically leads to quicker sales."
20638892,56,moderate,moderate,moderate,fast,"The property is well-equipped and located in a desirable area, which typically leads to moderate selling times. It likely sold within 4 to 153 days due to its appealing features and amenities.","The property features modern amenities and is located in a desirable area, but its age and the presence of some slow-selling keywords suggest a moderate selling time.","The property features desirable attributes like smart home technology, modern amenities, and a prime location near Downtown LA, which typically attract buyers quickly, indicating a fast sale."
32168205,333,slow,moderate,moderate,moderate,"The property has appealing features like a large living space and natural light, but its age and location in New York may lead to a moderate selling time, likely between 55 to 280 days.","The property has appealing features like a large living room and natural light, but lacks high-demand keywords associated with fast sales, suggesting a moderate selling time.","The condo features appealing attributes like natural light and a sizeable balcony, but lacks high-demand keywords associated with fast sales, suggesting a moderate selling time."
32336098,119,moderate,moderate,fast,fast,"The property is well-located near amenities and has appealing features, but its age and size may lead to a moderate selling time, likely taking between 54 to 272 days.","The property is well-located near amenities and has appealing features like a spacious living room and eat-in kitchen, which are attractive to buyers, suggesting a fast sale.","The property features desirable attributes like a spacious living room, eat-in kitchen, and proximity to amenities, which are appealing to buyers, likely leading to a quick sale."
64741069,25,moderate,moderate,fast,fast,"The property features extensive renovations and desirable amenities, which typically attract buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features modern renovations, ample space, and desirable amenities like a finished basement and large backyard, appealing to buyers. Its location near transport adds to its attractiveness.","This property features modern renovations, ample space, and desirable amenities like a finished basement and proximity to Metra, appealing to buyers and likely leading to a quick sale."
346325080,63,moderate,moderate,moderate,moderate,"The property is well-maintained and located in a desirable area, which typically attracts buyers. However, the age of the building and the AS-IS condition may have contributed to a moderate selling time.","The property has strong features like updated units and a prime location, but its age and AS-IS condition may have contributed to a moderate selling time.","The property has strong features like updated units and a prime location, but the age and condition suggest it may take longer to sell, resulting in a moderate selling time."
20508540,105,moderate,slow,slow,slow,"The property is a luxury home with extensive features and amenities, which typically takes longer to sell, especially in a competitive market like Los Angeles. It likely sold in 128 to 365 days.","The property features high-end luxury amenities and a unique design, but its age and specific location may contribute to a longer selling time, indicating a slow market response.","The property features high-end luxury amenities and is located in an affluent area, which typically attracts a niche market. This can lead to a longer selling period, especially for unique homes."
83056454,258,moderate,fast,fast,fast,"The property is in a prime downtown location with desirable features like a balcony and in-unit laundry, likely attracting buyers quickly, resulting in a fast sale.","The property is in a prime downtown location with desirable features like a balcony, washer/dryer, and proximity to public transport, which typically leads to a quick sale.","The property is in a prime downtown location with desirable features like a balcony, washer/dryer, and proximity to public transport, which typically leads to a quick sale."
87717673,76,moderate,fast,fast,fast,"The property is located in a prime area of Lakeview, which is highly desirable. Its appealing features and competitive pricing likely contributed to a quick sale, within 20 days.","The property is described with appealing features like a cozy fireplace, spacious layout, and prime location near shopping and dining, which are attractive to buyers, suggesting a quick sale.","The property features desirable amenities like a gas fireplace, hardwood flooring, and a prime location near shopping and dining, which typically attract buyers quickly."
87698649,31,moderate,moderate,fast,fast,"The property is well-located in a vibrant area with appealing features, suggesting a moderate selling time. It likely attracted interest but may have taken longer due to market conditions.","The property features a stunning design, prime location in the vibrant West Loop, and desirable amenities, which are appealing to buyers, likely leading to a quick sale.","The property features high-demand amenities like a luxurious ensuite bathroom, expansive living area, and a prime location in the vibrant West Loop, which typically attracts quick buyers."
20507515,26,moderate,moderate,moderate,fast,"The property has appealing features and amenities, but its age and size may have contributed to a moderate selling time, likely taking longer than 4 days but less than 153.","The property has appealing features like views, spaciousness, and modern amenities, but its age and location may contribute to a moderate selling time, likely taking longer than 4 days.","The property features desirable amenities, spacious living areas, and a prime location in the prestigious Blair House, which typically attracts buyers quickly, leading to a fast sale."
30792304,195,moderate,moderate,moderate,moderate,"The property is currently occupied by tenants with a lease until April 2024, which may slow down the selling process. Given the circumstances, a moderate selling time is expected.","The property has a cozy appeal and is well-located, but the tenant lease until April 2024 may deter some buyers, leading to a moderate selling time.","The property has a cozy appeal and offers flexibility with tenant options, but its age and the presence of a lease may slow down the selling process, leading to a moderate time on market."
58364503,118,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age of the building and the market conditions suggest a moderate selling time.","The property features extensive renovations, desirable amenities, and a prime location in Chicago, which are all attractive to buyers, likely leading to a quick sale.","The property features extensive renovations, desirable amenities, and a prime location in Chicago, which are all attractive to buyers, likely leading to a quick sale."
32305466,125,moderate,moderate,moderate,fast,"The property has appealing features and recent upgrades, but its age and the need for potential conversion may have contributed to a moderate selling time.","The property has appealing features like a new boiler and electrical panel, but lacks high-demand keywords. Its location and size are good, suggesting a moderate selling time.","The property features modern updates like a new electrical panel and boiler, appealing to buyers. Its location and potential for conversion add to its attractiveness, likely leading to a quick sale."
3649429,77,moderate,moderate,moderate,fast,"The property features extensive updates and desirable amenities in a sought-after location, which typically leads to a moderate selling timeframe of 21 to 174 days.","The property features desirable amenities and a prime location, but the presence of words like 'mudroom' and 'fenced' suggests it may not have the immediate appeal of faster-selling homes.","The property features numerous appealing updates, a desirable location near amenities, and a modern design, which are all factors that typically lead to a fast sale."
20136159,9,moderate,moderate,moderate,moderate,"The property is well-maintained with desirable features and amenities, which likely attracted buyers. However, the age of the property and market conditions suggest a moderate selling time.","The property has appealing features like a gated community, upgraded amenities, and a low HOA, but its age and location may contribute to a moderate selling time.","The property features desirable amenities like a gated community, upgraded features, and proximity to shopping, which typically attract buyers. However, its age and location may lead to a moderate selling time."
60271320,101,moderate,moderate,moderate,fast,"The property is well-located with numerous amenities and features, but given its age and the competitive market, it likely sold in a moderate timeframe of 20 to 152 days.","The property has appealing features like lake views and amenities, but its age and location may lead to a moderate selling time, likely taking between 20 to 152 days.","The property features desirable amenities, a prime location near parks and transportation, and a well-maintained building, which typically attract buyers quickly, leading to a fast sale."
30736786,161,moderate,moderate,fast,fast,"The property is well-maintained and move-in ready, which typically attracts buyers. However, the age and type may lead to a moderate selling time, likely between 55 to 280 days.","The property is described as 'move in ready' and has appealing features like a backyard deck and pool, which are attractive to buyers, suggesting a quick sale.","The property features desirable attributes like being move-in ready and having a large apartment, which are appealing to buyers. The description includes high-quality elements that suggest a premium offering."
32018013,73,moderate,moderate,fast,fast,"The property is in a desirable area with modern features, which typically attracts buyers. However, the age of the house and potential competition may lead to a moderate selling time.","The property is located in a desirable area with modern features and renovations, which typically attract buyers quickly. The description highlights appealing aspects like a renovated kitchen and great location.","The property is located in a desirable area with modern features and renovations, which typically attract buyers quickly. The description highlights appealing aspects like a renovated kitchen and open concept."
32334663,71,moderate,moderate,moderate,fast,"The property has appealing features like a spacious layout and ample parking, but its age and location may have contributed to a moderate selling time, likely taking between 54 to 272 days.","The property has appealing features like a spacious layout and ample parking, but lacks fast-selling keywords. Its age and location may also contribute to a moderate selling time.","The property features desirable attributes like a spacious layout, central air conditioning, and ample parking, which are appealing to buyers. Its location near shopping and transportation adds to its attractiveness."
68992420,11,moderate,moderate,fast,fast,"The property is located in a desirable area with luxury amenities, which typically attracts buyers. However, the age of the building and market conditions suggest a moderate selling time.","This property is located in a desirable area undergoing development, features luxury amenities, and has a modern design, which typically attracts buyers quickly, indicating a fast sale.","The property features luxury amenities, a prime location in a developing area, and modern upgrades, which are attractive to buyers, likely leading to a quick sale."
29782134,171,moderate,fast,fast,fast,"The property is described as being in high demand with unique features and recent renovations, suggesting it likely sold quickly, within the fast-selling timeframe.","The property features a desirable layout, brand-new renovations, and a sense of urgency in the description, indicating high demand. These factors suggest a fast sale.","The property features a desirable layout, brand-new renovations, and a sense of urgency in the description, indicating high demand. These factors suggest a fast sale."
32290876,80,moderate,moderate,moderate,fast,"The property is a two-family hi-ranch in New York, which typically attracts a moderate level of interest. Given its size and age, it likely sold within a reasonable timeframe.","The property is a two-family hi-ranch with a decent size and location in New York, but lacks high-demand features or keywords that typically indicate a fast sale.","The property features a two-family layout with desirable amenities and is located in New York, which typically attracts quick buyers. The absence of slow-selling keywords suggests a fast sale."
63787985,27,moderate,moderate,fast,fast,"The property is located in a desirable area with amenities and features that appeal to buyers, suggesting a moderate selling time of 4 to 153 days.","This property features desirable amenities, a prime location in a gated community, and modern upgrades, which are appealing to buyers, leading to a quick sale.","The property is a well-located townhome in a prestigious gated community with appealing features like energy-saving windows and modern amenities, which typically attract buyers quickly."
3648025,50,moderate,fast,fast,fast,"The property is fully rehabbed with modern amenities and a prime location, which typically attracts buyers quickly. Its appealing features likely contributed to a fast sale.","The property features extensive renovations and modern amenities, appealing to buyers looking for move-in ready homes. Its prime location and attractive features likely contributed to a quick sale.","The property features extensive renovations and modern amenities, appealing to buyers. Its prime location near public transport and amenities further enhances its desirability, likely leading to a quick sale."
87792950,17,moderate,moderate,fast,fast,"The property features a desirable location and spacious layout, which typically attract buyers. However, the age of the property and market conditions suggest a moderate selling time.","This property features desirable attributes like a spacious layout, modern kitchen, and community amenities, which are appealing in the Los Angeles market, suggesting a quick sale.","The property features desirable attributes like a spacious layout, modern amenities, and a great location, which are appealing to buyers. The use of 'townhome' suggests low-maintenance living, likely leading to a quick sale."
51578082,5,moderate,moderate,moderate,moderate,"The property is located in a desirable neighborhood with appealing features, which likely contributed to a moderate selling time of 2 to 128 days, attracting a reasonable number of buyers.","The property has appealing features like a pool and a spacious layout, but the age and specific location may contribute to a moderate selling time, likely taking longer than 2 days.","The property features a desirable pool and a spacious layout in a sought-after neighborhood, which typically attracts buyers. However, the lack of fast-selling keywords suggests a moderate selling time."
3688848,45,moderate,fast,fast,fast,"The property is located in a desirable area with numerous updates and features that appeal to buyers, likely leading to a quick sale within 0 to 21 days.","The property features modern updates, a desirable location in Logan Square, and appealing attributes like a chef's kitchen and outdoor space, which typically attract buyers quickly.","The property features numerous appealing updates, a desirable location in Logan Square, and strong curb appeal, which are all indicators of a fast sale. The description emphasizes modern amenities and charm."
20152043,42,moderate,moderate,fast,fast,"The property is well-presented with modern updates and a desirable location, which typically leads to a moderate selling time. It likely attracted interest but didn't sell within a few days.","The property features desirable amenities like gated outdoor spaces, modern updates, and a prime location in Los Angeles, which typically attracts buyers quickly, indicating a fast sale.","The property features desirable amenities like gated outdoor spaces, modern updates, and is conveniently located near essential services, making it highly appealing to buyers."
345371616,87,moderate,moderate,slow,fast,"The property is located in a desirable area with luxury amenities, which typically attracts buyers. However, the size and price point may lead to a moderate selling time of 20 to 152 days.","The property is located in a luxury area with many amenities, but the presence of slow-selling keywords like 'lakefront' and 'amenity' suggests it may take longer to sell, likely due to market saturation.","The property features luxury amenities and a prime lakefront location, which are highly desirable. The use of high-end brands like Dornbracht suggests a premium appeal, likely leading to a quick sale."
4144037,41,moderate,moderate,moderate,fast,"The property has a large size and multiple bedrooms, which typically attract families. However, its age and lack of parking may have slowed the sale, resulting in a moderate time on market.","The description highlights a large family home with modern features, but lacks urgency or trendy keywords that typically indicate a fast sale. Thus, it likely sold in a moderate timeframe.","The property features multiple desirable attributes such as a finished basement, large bedrooms, and modern fixtures, which are appealing to families. The description suggests it's move-in ready, likely attracting buyers quickly."
20028837,58,moderate,moderate,moderate,moderate,"The property has a price improvement of $100K, indicating it may have been on the market for a while. Given its features and location, it likely sold in a moderate timeframe.","The property has a price improvement and highlights luxury features, which can attract buyers. However, the presence of slow-selling keywords suggests it may take longer to sell.","The property features a price drop of $100K, indicating potential buyer interest. However, the presence of slow-selling words like 'ensuite' suggests it may not sell as quickly as desired."
19988017,67,moderate,moderate,moderate,moderate,"The property is highly desirable due to its location and features, which likely contributed to a moderate selling time of 2 to 128 days, appealing to buyers looking for unique mid-century homes.","The property features desirable mid-century modern design and stunning views, which are appealing. However, the age and specific location may contribute to a moderate selling time.","The property features desirable mid-century modern design and stunning views, which typically attract buyers. However, its age and specific location may lead to a moderate selling time."
3919903,65,moderate,fast,fast,fast,"The property received multiple offers and had a deadline for best and final offers, indicating high demand and likely a quick sale within 21 days.","The property received multiple offers and was completely renovated in 2018, indicating high demand and appeal. Its desirable features and location suggest a quick sale.","The property received multiple offers and was renovated in 2018, indicating high demand and modern appeal. Its desirable location and features likely contributed to a quick sale."
20044320,0,fast,fast,fast,fast,"The property was sold before processing, indicating a quick sale likely due to high demand or competitive pricing in the Los Angeles market.","The property was sold before processing, indicating a quick sale. The absence of a listing period suggests high demand or competitive pricing, typical of fast-selling homes.","The property was sold before processing, indicating a high demand and quick sale, likely due to its desirable location and features in Los Angeles."
30609679,25,fast,moderate,moderate,moderate,"The property is a 125-year-old townhouse needing renovations, which typically leads to a moderate selling time as buyers may take longer to decide on such projects.","The property has unique original details and potential for renovation, which may attract buyers but could also deter those looking for move-in ready homes, leading to a moderate selling time.","The property has unique original details and potential for renovation, which may attract buyers but also requires time for the right buyer to envision its possibilities."
32316889,168,moderate,moderate,moderate,fast,"The property has appealing features like a newly renovated kitchen and spacious layout, but its age and location in New York may lead to a moderate selling time.","The property features modern updates and desirable amenities, but its age and location in New York suggest a moderate selling time, likely due to market competition.","The property features high-end finishes like quartz counters and luxury brands such as Miele and Gaggenau, which are attractive to buyers, suggesting a quick sale."
2076851808,58,moderate,moderate,fast,fast,"The property is well-located with attractive amenities, but its age and size may have contributed to a moderate selling time, likely taking between 20 to 152 days to sell.","The property is located in a desirable area of River North with hotel-like amenities and features that appeal to buyers, suggesting a quick sale likely within 20 days.","The property features desirable amenities, a prime location in River North, and modern features like hardwood floors and a large balcony, which typically attract buyers quickly."
3971439,36,moderate,moderate,moderate,moderate,"The property is located in a desirable neighborhood with appealing features, which likely contributed to a moderate selling time of 21 to 174 days.","The property features appealing characteristics like a finished basement and a desirable location, but lacks fast-selling keywords. This suggests a moderate selling time.","The property features appealing characteristics like a finished basement and a desirable location, but lacks fast-selling keywords. This suggests a moderate selling timeframe."
20031443,22,moderate,moderate,fast,fast,"The property is described as a highly sought-after mid-century gem with stunning views and modern elegance, suggesting it attracted interest. However, the age and size may indicate a moderate selling time.","The property features stunning views, mid-century charm, and modern elegance, which are highly desirable traits. The description emphasizes a once-in-a-lifetime opportunity, suggesting high demand.","The property features stunning views, mid-century charm, and modern upgrades, appealing to buyers. Its prime location near attractions and schools suggests high demand, likely leading to a quick sale."
87718357,29,moderate,moderate,moderate,fast,"The property is well-described and features many appealing attributes, suggesting it likely sold in a moderate timeframe of 20 to 152 days, appealing to a broad range of buyers.","The property features appealing attributes like a modern kitchen and private deck, but its age and location in East Rogers Park may contribute to a moderate selling time.","The property features a desirable location near the beachfront, modern amenities, and a luxurious feel, which are appealing to buyers. The description emphasizes elegance and convenience, likely attracting quick offers."
4024221,158,moderate,fast,fast,fast,"The property is beautifully renovated and move-in ready, which typically attracts buyers quickly. Its spacious layout and modern upgrades likely contributed to a fast sale.","The property features extensive renovations, modern amenities, and a move-in ready condition, which are appealing to buyers. The use of 'rehabbed' and 'move in' suggests a quick sale.","The property features extensive renovations, modern amenities, and a desirable location in Chicago, which typically attracts buyers quickly, leading to a fast sale."
343807770,47,fast,moderate,moderate,slow,"The property is priced to sell and located in a desirable area near parks and transport, but it requires some TLC, which may lead to a moderate selling time.","The property is priced to sell and has desirable features like a new kitchen and location near parks and transport, but it also needs TLC, which may slow down the sale.","The property is described as needing TLC and is located in a less desirable area, which typically leads to longer selling times. Additionally, the age of the building may deter some buyers."
2109686913,127,moderate,fast,fast,fast,"The property is fully renovated and located conveniently, which typically attracts buyers quickly. The asking price of 318k for a 1-bedroom condo in New York is competitive, likely leading to a fast sale.","The property is fully renovated and conveniently located, which are attractive features that typically lead to a quick sale. The absence of slow-selling keywords further supports a fast sale.","The property is fully renovated and conveniently located, which are attractive features for buyers. The description suggests it's move-in ready, likely leading to a quick sale."
20084443,53,moderate,moderate,fast,fast,"The property is well-remodeled and located in a desirable area, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features a newly remodeled interior, luxury amenities, and a prime location near shops and freeways, which are appealing factors that typically lead to a quick sale.","The property features numerous appealing upgrades, a spacious layout, and is located in a desirable area with convenient access to amenities, suggesting high buyer interest and a quick sale."
20001040,71,moderate,moderate,moderate,moderate,"The property likely sold in a moderate timeframe due to its age and the need for renovations, which may have deterred some buyers, but its potential and location still attracted interest.","The description highlights potential and opportunities for improvement, which may attract buyers but suggests a need for renovation. This typically leads to a moderate selling timeframe.","The property has potential but requires 'tender loving care' and upgrades, which may deter quick buyers. Its features and location suggest a moderate selling timeframe."
3581168,41,moderate,fast,fast,fast,"The property is described as move-in ready with appealing features and a great location, which likely attracted buyers quickly, resulting in a fast sale.","The property features appealing attributes like a move-in ready condition, natural sunlight, and a great location near amenities, which typically attract buyers quickly.","The property features desirable attributes like a move-in ready condition, natural sunlight, and a great location near amenities, which typically attract buyers quickly, leading to a fast sale."
32377551,183,moderate,moderate,moderate,moderate,"The property has appealing features and updates, but its age and location may have contributed to a moderate selling time, likely taking longer than 54 days but less than 272 days.","The property has appealing features like a beautiful kitchen and updated amenities, but the presence of words associated with slow-selling homes suggests a moderate selling time.","The property features many appealing attributes like a renovated kitchen and outdoor space, but the presence of 'Trex' and 'driveway' suggests it may not attract buyers quickly, leading to a moderate sale time."
